266,Which of the following is an example of Stunt activities performed in the gym,Duck walk,Meditation,Head spring,Gate vault,A,JSS 2,Basic Science,"RECREATION, LEISURE AND DANCE ACTIVITIES
",2021-08-17 17:52:07,2021-08-17 17:52:07
267,Which of the following is an example of apparatus activities performed in the gym,Duck walk,Meditation,Head spring,Gate vault,D,JSS 2,Basic Science,"RECREATION, LEISURE AND DANCE ACTIVITIES
",2021-08-17 17:52:07,2021-08-17 17:52:07
268,Which of the following is an example of tumbling activities performed in the gym,Crab walk,Hand spring,Leg raise,Astride vault,B,JSS 2,Basic Science,"RECREATION, LEISURE AND DANCE ACTIVITIES
",2021-08-17 17:52:07,2021-08-17 17:52:07
269,Which of the following is an example of Stunt activities performed in the gym,Crab walk,Hand spring,Leg raise,Astride vault,A,JSS 2,Basic Science,"RECREATION, LEISURE AND DANCE ACTIVITIES
",2021-08-17 17:52:07,2021-08-17 17:52:07
270,Which of the following is an example of apparatus activities performed in the gym,Crab walk,Hand spring,Leg raise,Astride vault,D,JSS 2,Basic Science,"RECREATION, LEISURE AND DANCE ACTIVITIES
",2021-08-17 17:52:07,2021-08-17 17:52:07
271,Which of the following is an example of apparatus activities performed in the gym,Duck fight,Head stand,Leg raise,Through vault,D,JSS 2,Basic Science,"RECREATION, LEISURE AND DANCE ACTIVITIES
",2021-08-17 17:52:07,2021-08-17 17:52:07
272,Which of the following is an example of Stunt activities performed in the gym,Duck fight,Head stand,Leg raise,Through vault,A,JSS 2,Basic Science,"RECREATION, LEISURE AND DANCE ACTIVITIES
",2021-08-17 17:52:07,2021-08-17 17:52:07
273,Which of the following is an example of tumbling activities performed in the gym,Duck fight,Head stand,Leg raise,Through vault,B,JSS 2,Basic Science,"RECREATION, LEISURE AND DANCE ACTIVITIES
",2021-08-17 17:52:07,2021-08-17 17:52:07
274,Which of the following is an example of Stunt activities performed in the gym,Cat crawl,Cat spring,Split,Thief vault,A,JSS 2,Basic Science,"RECREATION, LEISURE AND DANCE ACTIVITIES
",2021-08-17 17:52:07,2021-08-17 17:52:07
275,Which of the following is an example of tumbling activities performed in the gym,Cat crawl,Cat spring,Split,Thief vault,B,JSS 2,Basic Science,"RECREATION, LEISURE AND DANCE ACTIVITIES
",2021-08-17 17:52:07,2021-08-17 17:52:07
276,Which of the following is an example of apparatus activities performed in the gym,Cat crawl,Cat spring,Split,Thief vault,D,JSS 2,Basic Science,"RECREATION, LEISURE AND DANCE ACTIVITIES
",2021-08-17 17:52:07,2021-08-17 17:52:07
277,Which of these is an apparatus exercise performed in the gymnasium,Jogging,Sit up,Neck spring vault,Push up,C,JSS 2,Basic Science,"RECREATION, LEISURE AND DANCE ACTIVITIES
",2021-08-17 17:52:07,2021-08-17 17:52:07
278,The following are the importance of gymnastics except,Flexible body,Improved self-confidence,Optimal eye sight,Enhanced agility and alertness,C,JSS 2,Basic Science,"RECREATION, LEISURE AND DANCE ACTIVITIES
",2021-08-17 17:52:08,2021-08-17 17:52:08
279,The form of physical exercise that combines rhythmic exercise with stretching and strength training is known as,Gymnastics,Choreography,Dancing,Aerobics,D,JSS 2,Basic Science,"RECREATION, LEISURE AND DANCE ACTIVITIES
",2021-08-17 17:52:08,2021-08-17 17:52:08
280,The art that involves the movement of the whole body is known as,Gymnastics,Choreography,Dancing,Aerobics,C,JSS 2,Basic Science,"RECREATION, LEISURE AND DANCE ACTIVITIES
",2021-08-17 17:52:08,2021-08-17 17:52:08
281,Dancing is performed as one of these except,Emotional expression,Social interaction,Exercise,Intellectual freedom,D,JSS 2,Basic Science,"RECREATION, LEISURE AND DANCE ACTIVITIES
",2021-08-17 17:52:08,2021-08-17 17:52:08
282,Dance activities can be classified into the following except,Singing games,Folk dance,Creative dance,Camping dance,D,JSS 2,Basic Science,"RECREATION, LEISURE AND DANCE ACTIVITIES
",2021-08-17 17:52:08,2021-08-17 17:52:08
283,Which of these types of dancing is used to communicate feelings and ideas,Singing games,Folk dance,Creative dance,Camping dance,C,JSS 2,Basic Science,"RECREATION, LEISURE AND DANCE ACTIVITIES
",2021-08-17 17:52:08,2021-08-17 17:52:08
284,Which of these types of dancing is found in a particular culture or tribe,Singing games,Folk dance,Creative dance,Camping dance,B,JSS 2,Basic Science,"RECREATION, LEISURE AND DANCE ACTIVITIES
",2021-08-17 17:52:08,2021-08-17 17:52:08
285,The game of lawn tennis was made popular by which country,Greece,England,China,U.S.A,B,JSS 2,Basic Science,"BASIC SKILLS AND TECHNIQUES IN LAWN TENNIS
",2021-08-17 17:52:08,2021-08-17 17:52:08
286,The game of lawn tennis was made popular in what year,1875,1785,1857,1758,A,JSS 2,Basic Science,"BASIC SKILLS AND TECHNIQUES IN LAWN TENNIS
",2021-08-17 17:52:08,2021-08-17 17:52:08
287,The game of lawn tennis originated in which country,Greece,England,China,U.S.A,A,JSS 2,Basic Science,"BASIC SKILLS AND TECHNIQUES IN LAWN TENNIS
",2021-08-17 17:52:08,2021-08-17 17:52:08
288,To which country did Mary Outerbridge introduce the game of lawn tennis,Greece,England,China,U.S.A,D,JSS 2,Basic Science,"BASIC SKILLS AND TECHNIQUES IN LAWN TENNIS
",2021-08-17 17:52:09,2021-08-17 17:52:09
289,In what year did Dr. Nnamdi Azikiwe establish the Lawn Tennis Club in Lagos,1953,1935,1936,1963,C,JSS 2,Basic Science,"BASIC SKILLS AND TECHNIQUES IN LAWN TENNIS
",2021-08-17 17:52:09,2021-08-17 17:52:09
290,The process of extracting crude oil from oil traps with pipes is known as,Exploration,Extraction,Drilling,Pumping,C,JSS 2,Basic Science,"BASIC SKILLS AND TECHNIQUES IN LAWN TENNIS
",2021-08-17 17:52:09,2021-08-17 17:52:09
291,Which of the following is not a type of grip in lawn tennis,Eastern grip,Extended grip,Continual grip,Shake hand grip,B,JSS 2,Basic Science,"BASIC SKILLS AND TECHNIQUES IN LAWN TENNIS
",2021-08-17 17:52:09,2021-08-17 17:52:09
292,Which of the following is a type of grip in lawn tennis,The smash grip,The volley grip,The lob grip,The service grip,D,JSS 2,Basic Science,"BASIC SKILLS AND TECHNIQUES IN LAWN TENNIS
",2021-08-17 17:52:09,2021-08-17 17:52:09
293,Which of the following skills is used to start a game in lawn tennis,The smash,The volley,The lob,The service,D,JSS 2,Basic Science,"BASIC SKILLS AND TECHNIQUES IN LAWN TENNIS
",2021-08-17 17:52:09,2021-08-17 17:52:09
294,Which of these is not a quality of a good service,It must be taken quickly to save time,It must be delivered from the end of the line,The ball should not touch the top of the net before touching the opponent’s side of the court,The attention of the receiver must be drawn before service,A,JSS 2,Basic Science,"BASIC SKILLS AND TECHNIQUES IN LAWN TENNIS
",2021-08-17 17:52:10,2021-08-17 17:52:10
295,Which of these is not a basic skill or technique in lawn tennis,The chop,Overhead lob,Overhead smash,drop shot,B,JSS 2,Basic Science,"BASIC SKILLS AND TECHNIQUES IN LAWN TENNIS
",2021-08-17 17:52:12,2021-08-17 17:52:12
296,Which of these is a basic skill or technique in lawn tennis,Half volley,Half smash,Half lob,Half chop,A,JSS 2,Basic Science,"BASIC SKILLS AND TECHNIQUES IN LAWN TENNIS
",2021-08-17 17:52:12,2021-08-17 17:52:12
297,Which of these techniques in lawn tennis is used to return the ball to the opponent before it touches the ground,Backhand drive,Forehand drive,Volley,Half volley,C,JSS 2,Basic Science,"BASIC SKILLS AND TECHNIQUES IN LAWN TENNIS
",2021-08-17 17:52:13,2021-08-17 17:52:13
298,Which of these techniques in lawn tennis is a defensive skill,Backhand drive,Forehand drive,Volley,Half volley,D,JSS 2,Basic Science,"BASIC SKILLS AND TECHNIQUES IN LAWN TENNIS
",2021-08-17 17:52:13,2021-08-17 17:52:13
299,The following are equipment/facilities used in lawn tennis except,The net,The bat,The court,The poles,B,JSS 2,Basic Science,"BASIC SKILLS AND TECHNIQUES IN LAWN TENNIS
",2021-08-17 17:52:14,2021-08-17 17:52:14
300,Which of the following equipment/facilities is used in lawn tennis,The poles,The courtroom,The bat,The hoop,A,JSS 2,Basic Science,"BASIC SKILLS AND TECHNIQUES IN LAWN TENNIS
",2021-08-17 17:52:14,2021-08-17 17:52:14
301,Which of the following facilities/equipment is not used in lawn tennis,The net,The ball,The table,The racket,C,JSS 2,Basic Science,"BASIC SKILLS AND TECHNIQUES IN LAWN TENNIS
",2021-08-17 17:52:14,2021-08-17 17:52:14
302,"In the game of tennis, when the two sides score 40-40 it is called",Love,Advantage in,Advantage out,Deuce,D,JSS 2,Basic Science,"BASIC SKILLS AND TECHNIQUES IN LAWN TENNIS
",2021-08-17 17:52:14,2021-08-17 17:52:14
303,The first point in a game if tennis is,15,1,10,45,A,JSS 2,Basic Science,"BASIC SKILLS AND TECHNIQUES IN LAWN TENNIS
",2021-08-17 17:52:14,2021-08-17 17:52:14
304,Which of the following points cannot be attained in the game of tennis,15,45,30,40,B,JSS 2,Basic Science,"BASIC SKILLS AND TECHNIQUES IN LAWN TENNIS
",2021-08-17 17:52:14,2021-08-17 17:52:14
305,Which of the following is not true about the game of tennis,The services are usually diagonal,it is wrong to play the ball after crossing the net,The racket must not touch the net during rally,The game starts with a toss,B,JSS 2,Basic Science,"BASIC SKILLS AND TECHNIQUES IN LAWN TENNIS
",2021-08-17 17:52:15,2021-08-17 17:52:15
306,Which of the following terms is not used in tennis,Ace,Let,Return,Fault,C,JSS 2,Basic Science,"BASIC SKILLS AND TECHNIQUES IN LAWN TENNIS
",2021-08-17 17:52:15,2021-08-17 17:52:15
307,Which of the following is a term used in tennis,Draw,Final,Sweep,Love,D,JSS 2,Basic Science,"BASIC SKILLS AND TECHNIQUES IN LAWN TENNIS
",2021-08-17 17:52:15,2021-08-17 17:52:15
308,A situation in which someone is injured or something is damaged without anyone intending it to be so is known as,Accident,First aid,Safety,Disaster,A,JSS 2,Basic Science,"FIRST AID SAFETY EDUCATION
",2021-08-17 17:52:15,2021-08-17 17:52:15
309,An unplanned mishap or an unforeseen occurrence is known as,Natural disaster,Accident,Mistake,Death,B,JSS 2,Basic Science,"FIRST AID SAFETY EDUCATION
",2021-08-17 17:52:15,2021-08-17 17:52:15
310,Which of the following could result from an accident,Improved health,Scientific discoveries,Injury,Madness,C,JSS 2,Basic Science,"FIRST AID SAFETY EDUCATION
",2021-08-17 17:52:15,2021-08-17 17:52:15
311,The Following is a classification of injury except,Multiple injury,Serious injury,Minor injury,Single injury,D,JSS 2,Basic Science,"FIRST AID SAFETY EDUCATION
",2021-08-17 17:52:16,2021-08-17 17:52:16
312,Which of the following is not a panacea to home accidents,Sharp objects should be kept away from children,Always keep medicines close to children in case of emergency,Floors should always be kept dry,Turn off electrical appliances when not in use,B,JSS 2,Basic Science,"FIRST AID SAFETY EDUCATION
",2021-08-17 17:52:16,2021-08-17 17:52:16
313,Which of these cannot serve as a safety measure on the playground,Avoid warm up before engaging in physical activity,Playground and gymnasium should be in good condition,Competent supervisors should handle the students,Only activities appropriate to the child’s skill should be exposed to them,A,JSS 2,Basic Science,"FIRST AID SAFETY EDUCATION
",2021-08-17 17:52:16,2021-08-17 17:52:16
314,Which of these cannot serve as a safety measure on the road,Obey traffic rules,Seatbelts should be fastened always,Avoid drinking and driving,Avoid police checkpoints,D,JSS 2,Basic Science,"FIRST AID SAFETY EDUCATION
",2021-08-17 17:52:16,2021-08-17 17:52:16
315,Which of these cannot serve as a safety measure on the road,The driver should avoid fatigue,The pedestrian should always walk on the left hand side of the road,The driver should avoid road signs,The pedestrian should put on bright colored shirts while walking on the road at night,C,JSS 2,Basic Science,"FIRST AID SAFETY EDUCATION
",2021-08-17 17:52:16,2021-08-17 17:52:16
316,Which of these is not a safety measure on the road,Drivers should turn off their headlights at night,Pedestrians should use zebra crossings,Cyclists should always wear a safety helmet,Speed limits should always be observed,A,JSS 2,Basic Science,"FIRST AID SAFETY EDUCATION
",2021-08-17 17:52:16,2021-08-17 17:52:16
317,Which of these is a safety measure on the road,Children should not be strapped at the back seat of the car,Children should not be allowed to fiddle with the door of the car while in motion,Children should be carried on the lap while driving,Vehicles in good condition should not be on the road,B,JSS 2,Basic Science,"FIRST AID SAFETY EDUCATION
",2021-08-17 17:52:16,2021-08-17 17:52:16
318,Injuries sustained on the field of play is known as,Field injuries,Track injuries,Serious injuries,Sports injuries,D,JSS 2,Basic Science,"FIRST AID SAFETY EDUCATION
",2021-08-17 17:52:16,2021-08-17 17:52:16
319,Sports injuries include the following except,Strain,Sprain,Dislocation,Burns,D,JSS 2,Basic Science,"FIRST AID SAFETY EDUCATION
",2021-08-17 17:52:16,2021-08-17 17:52:16
320,The injury to a joint in which one or more ligaments that support the joint are over-stretched or even torn is known as,Strain,Sprain,Dislocation,Burns,B,JSS 2,Basic Science,"FIRST AID SAFETY EDUCATION
",2021-08-17 17:52:16,2021-08-17 17:52:16
321,The injury in the muscle or any other part of the body due to over use is known as,Strain,Sprain,Dislocation,Burns,A,JSS 2,Basic Science,"FIRST AID SAFETY EDUCATION
",2021-08-17 17:52:16,2021-08-17 17:52:16
322,Which of these sports injuries is usually caused by violent twists of the joint while in motion,Strain,Sprain,Dislocation,Burns,B,JSS 2,Basic Science,"FIRST AID SAFETY EDUCATION
",2021-08-17 17:52:16,2021-08-17 17:52:16
323,Which of these sports injuries in usually caused by lack of warm-up exercise.,Strain,Sprain,Dislocation,Burns,A,JSS 2,Basic Science,"FIRST AID SAFETY EDUCATION
",2021-08-17 17:52:17,2021-08-17 17:52:17
324,The following are the signs of sprain except,Severe pain,Swelling at the joint,red coloration,Tender to touch,C,JSS 2,Basic Science,"FIRST AID SAFETY EDUCATION
",2021-08-17 17:52:17,2021-08-17 17:52:17
325,Which of the following is a sign of sprain,Muscle tear,Muscle stiffness,Difficulty in using the affected joint,Dislocation,C,JSS 2,Basic Science,"FIRST AID SAFETY EDUCATION
",2021-08-17 17:52:17,2021-08-17 17:52:17
326,The following are the parts of the body commonly sprained except,The knee,The ankle,The Wrists,The neck,D,JSS 2,Basic Science,"FIRST AID SAFETY EDUCATION
",2021-08-17 17:52:17,2021-08-17 17:52:17
327,Which of the following body parts is commonly affected by sprain,The fingers,The thighs,The waist,The eyes,A,JSS 2,Basic Science,"FIRST AID SAFETY EDUCATION
",2021-08-17 17:52:17,2021-08-17 17:52:17
328,Which of the following is not a first aid for sprain,Apply hot compress,Apply cold compress,Immobilize the sprained part,The victim must not use the sprained part,A,JSS 2,Basic Science,"FIRST AID SAFETY EDUCATION
",2021-08-17 17:52:17,2021-08-17 17:52:17
329,Which of the following is not a first aid for strain,Apply pressure to stop the bleeding,Apply hot compress,Apply cold compress,Strap the affected part,A,JSS 2,Basic Science,"FIRST AID SAFETY EDUCATION
",2021-08-17 17:52:17,2021-08-17 17:52:17
330,The displacement of one of the bones that form a joint is known as,Strain,Sprain,Fracture,Dislocation,D,JSS 2,Basic Science,"FIRST AID SAFETY EDUCATION
",2021-08-17 17:52:18,2021-08-17 17:52:18
331,Which of these results when the ligaments and fibrous capsule holding the joint are over-stretched and torn,Strain,Sprain,Dislocation,Fracture,C,JSS 2,Basic Science,"FIRST AID SAFETY EDUCATION
",2021-08-17 17:52:18,2021-08-17 17:52:18
332,Which of the following is not a first aid for dislocation,Immobilize the affected part,Apply hot compress,Apply cold compress,Send the victim to a doctor,B,JSS 2,Basic Science,"FIRST AID SAFETY EDUCATION
",2021-08-17 17:52:18,2021-08-17 17:52:18
333,A break in the bone is known as,Fracture,Sprain,Strain,Dislocation,A,JSS 2,Basic Science,"FIRST AID SAFETY EDUCATION
",2021-08-17 17:52:18,2021-08-17 17:52:18
334,The major types of fracture include the following except,Greenstick fracture,Simple fracture,Compound fracture,Redbone fracture,D,JSS 2,Basic Science,"FIRST AID SAFETY EDUCATION
",2021-08-17 17:52:18,2021-08-17 17:52:18
335,The following can cause a fracture except,Fall,Automobile accident,Knife cuts,Heavy collision,C,JSS 2,Basic Science,"FIRST AID SAFETY EDUCATION
",2021-08-17 17:52:18,2021-08-17 17:52:18
336,The following are the signs of fracture except,Bleeding,Pains,Swelling,Discoloration,A,JSS 2,Basic Science,"FIRST AID SAFETY EDUCATION
",2021-08-17 17:52:18,2021-08-17 17:52:18
337,Which of the following is not a first aid for fracture,Control bleeding if skin is torn,Push the fractured bone into place,Apply cold compress if skin is not badly torn,Immobilize the fractured part,B,JSS 2,Basic Science,"FIRST AID SAFETY EDUCATION
",2021-08-17 17:52:18,2021-08-17 17:52:18
338,The injury inside the body tissue where the skin may not be torn is known as,Cut,Bruise,Wound,Fracture,B,JSS 2,Basic Science,"FIRST AID SAFETY EDUCATION
",2021-08-17 17:52:18,2021-08-17 17:52:18
339,Some of the signs of bruises include the following except,Bleeding,Pain,Swelling,Black discoloration,A,JSS 2,Basic Science,"FIRST AID SAFETY EDUCATION
",2021-08-17 17:52:18,2021-08-17 17:52:18
340,Which of the following is not a first aid for bruise,Apply cold compress,Dip affected part in ice water for a few minutes,Put the bruised part in a sling to rest it,Apply pressure on the affected part,D,JSS 2,Basic Science,"FIRST AID SAFETY EDUCATION
",2021-08-17 17:52:18,2021-08-17 17:52:18
341,A break in the skin which affects the tissues and muscles that may or may not affect the bone is known as,Bruise,Wound,Dislocation,Fracture,B,JSS 2,Basic Science,"FIRST AID SAFETY EDUCATION
",2021-08-17 17:52:18,2021-08-17 17:52:18
342,The following are different types of wounds except,Precise wound,Lacerated wound,Punctured wound,Incised wound,A,JSS 2,Basic Science,"FIRST AID SAFETY EDUCATION
",2021-08-17 17:52:19,2021-08-17 17:52:19
343,Which of the following is a type of wound,Correlation,Cohesion,Abrasion,Adhesion,C,JSS 2,Basic Science,"FIRST AID SAFETY EDUCATION
",2021-08-17 17:52:19,2021-08-17 17:52:19
344,Which of these type of wound is caused by friction between a hard rough surface and the skin,Abrasion,Lacerated wound,Punctured wound,Incised wound,A,JSS 2,Basic Science,"FIRST AID SAFETY EDUCATION
",2021-08-17 17:52:19,2021-08-17 17:52:19
345,Which of these types of wound is caused by a rough hard object leaving a jagged cut on the skin,Abrasion,Lacerated wound,Punctured wound,Incised wound,B,JSS 2,Basic Science,"FIRST AID SAFETY EDUCATION
",2021-08-17 17:52:19,2021-08-17 17:52:19
346,The type of wound that is caused by a puncture on the skin by a sharp object is known as,Abrasion,Lacerated wound,Punctured wound,Incised wound,C,JSS 2,Basic Science,"FIRST AID SAFETY EDUCATION
",2021-08-17 17:52:19,2021-08-17 17:52:19
347,The type of wound usually caused by sharp objects such as razor blade and knives causing blood to gush out is known as,Abrasion,Lacerated wound,Punctured wound,Incised wound,D,JSS 2,Basic Science,"FIRST AID SAFETY EDUCATION
",2021-08-17 17:52:19,2021-08-17 17:52:19
348,Accidents that occur in the home is known as,Sports accident,Wild accident,Industrial accident,Domestic accident,D,JSS 2,Basic Science,"ACCIDENTS
",2021-08-17 17:52:20,2021-08-17 17:52:20
349,Which of the following is not a domestic accident,Sprain,Cuts,Fire,Falls,A,JSS 2,Basic Science,"ACCIDENTS
",2021-08-17 17:52:20,2021-08-17 17:52:20
350,Which of the following is not an example of domestic accident,Drug abuse,Dislocation,Intake of poisonous substances,Electric shock,B,JSS 2,Basic Science,"ACCIDENTS
",2021-08-17 17:52:20,2021-08-17 17:52:20
351,Open wounds that bleed easily is called,Burns,Electric shock,Cuts,Food poisoning,C,JSS 2,Basic Science,"ACCIDENTS
",2021-08-17 17:52:20,2021-08-17 17:52:20
352,Which of the following is a first aid for cuts,Apply pressure to the affected region,Apply hot compress,Apply cold compress,Use artificial respiration,A,JSS 2,Basic Science,"ACCIDENTS
",2021-08-17 17:52:20,2021-08-17 17:52:20
353,Which of the following cannot cause fire outbreak,Wrong electrical wiring,Leaking plumbing pipes,Faulty electrical appliances,Gas leakage,B,JSS 2,Basic Science,"ACCIDENTS
",2021-08-17 17:52:21,2021-08-17 17:52:21
354,Which of the following is not a means of preventing fire outbreak,Inviting unknown guests to the house,Turn off electrical appliances when not in use,Use generators in an open place,Engage the services of a professional engineer when wiring a house,A,JSS 2,Basic Science,"ACCIDENTS
",2021-08-17 17:52:21,2021-08-17 17:52:21
355,Victims of fire outbreak are treated as those with,Dislocation,Bruises,Cuts,Burns,D,JSS 2,Basic Science,"ACCIDENTS
",2021-08-17 17:52:22,2021-08-17 17:52:22
356,Which of the following cannot cause a fall,Drowning,Walking over slippery surfaces,Tripping over objects,Slipping,A,JSS 2,Basic Science,"ACCIDENTS
",2021-08-17 17:52:22,2021-08-17 17:52:22
357,A fall can result in the following except,Dislocation,Fracture,fire outbreak,Wounds,C,JSS 2,Basic Science,"ACCIDENTS
",2021-08-17 17:52:22,2021-08-17 17:52:22
358,What happens when someone touches a live wire mistakenly,Electric shock,Dislocation,Bruises,Wounds,A,JSS 2,Basic Science,"ACCIDENTS
",2021-08-17 17:52:24,2021-08-17 17:52:24
359,"From observation, which of these have claimed more lives",Domestic accidents,Road accidents,Cholera,Typhoid,B,JSS 2,Basic Science,"ROAD ACCIDENTS
",2021-08-17 17:52:24,2021-08-17 17:52:24
360,The following are the three main causes of road accidents except,Educational factor,Human factor,Mechanical factor,Environmental factor,A,JSS 2,Basic Science,"ROAD ACCIDENTS
",2021-08-17 17:52:24,2021-08-17 17:52:24
361,Which of the following is not a human factor that can cause road accidents,Over speeding,Dangerous overtaking,Entertaining distractions while driving,Too much carefulness,D,JSS 2,Basic Science,"ROAD ACCIDENTS
",2021-08-17 17:52:25,2021-08-17 17:52:25
362,The following are examples of human factor that can cause road accidents except,Driving when tired,Driving under the influence of alcohol or drugs,Driving at the right hand side of the road,Driving a faulty vehicle,C,JSS 2,Basic Science,"ROAD ACCIDENTS
",2021-08-17 17:52:25,2021-08-17 17:52:25
363,Road accidents caused by the poor state of the vehicle is termed as,Mechanical factor,Educational factor,Environmental factor,Human factor,A,JSS 2,Basic Science,"ROAD ACCIDENTS
",2021-08-17 17:52:25,2021-08-17 17:52:25
364,Some examples of mechanical factor that cause road accidents include the following except,Poor steering power,Quick reflexes,Tire burst,Brake failure,B,JSS 2,Basic Science,"ROAD ACCIDENTS
",2021-08-17 17:52:25,2021-08-17 17:52:25
365,Which of these is not an example of mechanical factor leading to road accidents,Engine problem,Non-functional horn,Absence of rear mirror,Absence of seat cover,D,JSS 2,Basic Science,"ROAD ACCIDENTS
",2021-08-17 17:52:25,2021-08-17 17:52:25
366,Which of these is a mechanical factor leading to road accidents,Poor lighting system,Distractions,Overtaking,Alcohol consumption,A,JSS 2,Basic Science,"ROAD ACCIDENTS
",2021-08-17 17:52:25,2021-08-17 17:52:25
367,Environmental factors that could lead to road accidents include the following except,Potholes along the road,Poor residents,Meandering road,Absence of road markings,B,JSS 2,Basic Science,"ROAD ACCIDENTS
",2021-08-17 17:52:25,2021-08-17 17:52:25
368,The following are environmental factors leading to road accidents except,Poor drainage systems,Debris on the road,Absence of road signs,Smoke,D,JSS 2,Basic Science,"ROAD ACCIDENTS
",2021-08-17 17:52:25,2021-08-17 17:52:25
369,What is the first thing a good first aider should do in the event of a road accident,Remove the casualties from danger,Perform mouth-to-mouth respiration,Take the casualties to the hospital,Remove the clothes of the victims,A,JSS 2,Basic Science,"ROAD ACCIDENTS
",2021-08-17 17:52:25,2021-08-17 17:52:25
370,The part of health education learned at school which influences the behavior of the child and school personnel health wise is referred to as,Physical health education,Sports activities,School health program,School health education,C,JSS 2,Basic Science,"PERSONAL, SCHOOL AND COMMUNITY HEALTH
",2021-08-17 17:52:25,2021-08-17 17:52:25
371,Which of the following is not an importance of the school health program to students,Acquainting them with common health hazards,Promoting good health practice among them,Getting them used to accident scenes,Helping them develop positive attitude towards health,C,JSS 2,Basic Science,"PERSONAL, SCHOOL AND COMMUNITY HEALTH
",2021-08-17 17:52:25,2021-08-17 17:52:25
372,Which of these is not a component of the school health program,Physical fitness exercises,Health instruction,School health services,"School, home and community relationship",A,JSS 2,Basic Science,"PERSONAL, SCHOOL AND COMMUNITY HEALTH
",2021-08-17 17:52:25,2021-08-17 17:52:25
373,The aspect of health education that has to do with day-to-day teaching and learning of desirable health knowledge is called,"School, home and community relationship",School health services,Physical fitness exercises,Health instruction,D,JSS 2,Basic Science,"PERSONAL, SCHOOL AND COMMUNITY HEALTH
",2021-08-17 17:52:25,2021-08-17 17:52:25
374,Health instruction could include the following except,Sanitation,Helping doctors diagnose health issues,Supervising activities of food vendors,Awareness of the health states of students,B,JSS 2,Basic Science,"PERSONAL, SCHOOL AND COMMUNITY HEALTH
",2021-08-17 17:52:25,2021-08-17 17:52:25
375,The design to determine the health status of students and school personnel so as to identify any defects is known as,School health service,"School, home and community relationship",Health instruction,Physical fitness exercises,A,JSS 2,Basic Science,"PERSONAL, SCHOOL AND COMMUNITY HEALTH
",2021-08-17 17:52:26,2021-08-17 17:52:26
376,Which of the following does not make for a healthy school environment,Good water supply,Good examination records,Good toilet system,Good lighting system,B,JSS 2,Basic Science,"PERSONAL, SCHOOL AND COMMUNITY HEALTH
",2021-08-17 17:52:26,2021-08-17 17:52:26
377,Which of the following does not make for a healthy school environment,Good ventilation,Good location,Good restroom,Good food,D,JSS 2,Basic Science,"PERSONAL, SCHOOL AND COMMUNITY HEALTH
",2021-08-17 17:52:26,2021-08-17 17:52:26
378,The following are necessary for a healthy school environment except,Suitable chairs and desks,First aid box,Safe playground,Security men,D,JSS 2,Basic Science,"PERSONAL, SCHOOL AND COMMUNITY HEALTH
",2021-08-17 17:52:26,2021-08-17 17:52:26
379,"Health practices in the school, at home and the community at large is known as","School, home and community relationship",Physical fitness exercises,Health instruction,School health service,A,JSS 2,Basic Science,"PERSONAL, SCHOOL AND COMMUNITY HEALTH
",2021-08-17 17:52:26,2021-08-17 17:52:26
380,Community health encompasses the following practices except,Preventing diseases,Eradicating poverty,Prolonging life,Promoting health and wellbeing,B,JSS 2,Basic Science,"PERSONAL, SCHOOL AND COMMUNITY HEALTH
",2021-08-17 17:52:26,2021-08-17 17:52:26
381,The introduction of contaminants into natural environment thereby making the environment inhabitable is known as,Communicable diseases,Air borne diseases,Pollution,Pollination,C,JSS 2,Basic Science,"PERSONAL, SCHOOL AND COMMUNITY HEALTH
",2021-08-17 17:52:26,2021-08-17 17:52:26
382,The contamination of an environment by pollutants is known as,Environmental contamination,Environmental wastages,Environmental diseases,Environmental pollution,D,JSS 2,Basic Science,"PERSONAL, SCHOOL AND COMMUNITY HEALTH
",2021-08-17 17:52:26,2021-08-17 17:52:26
383,The introduction of contaminants into a water body is known as,Water pollution,Water contamination,Sewage,Water borne diseases,A,JSS 2,Basic Science,"PERSONAL, SCHOOL AND COMMUNITY HEALTH
",2021-08-17 17:52:26,2021-08-17 17:52:26
384,The following are domestic wastes that pollute water bodies except,Waste from the kitchen,Waste from poultry dung,Waste from toilets,Waste from bathrooms,B,JSS 2,Basic Science,"PERSONAL, SCHOOL AND COMMUNITY HEALTH
",2021-08-17 17:52:26,2021-08-17 17:52:26
385,The following are examples of industrial wastes that pollute water bodies except,Oil,Detergent,Food,Metals,C,JSS 2,Basic Science,"PERSONAL, SCHOOL AND COMMUNITY HEALTH
",2021-08-17 17:52:26,2021-08-17 17:52:26
386,Which of the following is not an agricultural pollutant,Poultry dung,urine,Cattle dropping,Detergent,D,JSS 2,Basic Science,"PERSONAL, SCHOOL AND COMMUNITY HEALTH
",2021-08-17 17:52:26,2021-08-17 17:52:26
387,The following are dangers of water pollution except,Pollutants prevent diseases from spreading in homes and offices,Pollutants are hazardous to humans,Pollutants jeopardize aquatic life,Pollutants destroy water bodies that can serve as recreational facilities,A,JSS 2,Basic Science,"PERSONAL, SCHOOL AND COMMUNITY HEALTH
",2021-08-17 17:52:26,2021-08-17 17:52:26
388,Which of the following is not a method of prevention of water pollution,Treat sewage before discharging into water bodies,Extraction,Channel wastes to covered ditches or pits,Waste materials should be disposed properly,B,JSS 2,Basic Science,"PERSONAL, SCHOOL AND COMMUNITY HEALTH
",2021-08-17 17:52:27,2021-08-17 17:52:27
